CaseID,ActivityID,CompleteTimestamp
2783345,56,10/19/2010 8:00
2783345,245,11/17/2010 9:00
2783345,248,11/24/2010 9:00
2783345,25,12/1/2010 19:27
2783345,26,12/1/2010 19:27
2783345,29,12/1/2010 19:27
2783345,32,12/1/2010 19:27
2783345,35,12/1/2010 19:27
2783345,202,12/1/2010 19:27
2783345,41,12/1/2010 19:27
2783345,47,12/1/2010 19:28
2783345,48,12/1/2010 19:28
2783345,49,12/1/2010 19:28
2783345,53,12/1/2010 19:28
2783345,55,12/1/2010 19:28
2783345,66,12/1/2010 19:30
2783345,242,12/1/2010 19:30
2783345,244,12/1/2010 19:30
2783345,247,12/1/2010 19:33
2783345,274,12/1/2010 19:36
2783345,49,12/1/2010 19:36
2783345,47,12/1/2010 19:36
2783345,48,12/1/2010 19:36
2783345,53,12/1/2010 19:36
2783345,55,12/1/2010 19:37
2783345,66,12/1/2010 19:37
2783345,67,12/1/2010 19:37
2783345,75,12/1/2010 19:37
2783345,73,12/1/2010 19:37
2783345,74,12/1/2010 19:37
2783345,278,12/1/2010 19:37
2783345,84,12/1/2010 19:38
2783345,83,12/1/2010 19:38
2783345,85,12/1/2010 19:38
2783345,189,12/1/2010 19:38
2783345,30,12/1/2010 19:38
2783345,92,12/1/2010 19:38
2783345,110,12/1/2010 19:39
2783345,111,12/1/2010 19:39
2783345,113,12/1/2010 19:39
2783345,136,12/6/2010 9:00
2783345,116,12/6/2010 9:00
2783345,114,12/6/2010 21:19
2783345,131,12/6/2010 21:19
2783345,134,12/6/2010 21:30
2783345,143,12/6/2010 21:30
2783345,145,12/15/2010 9:00
2794023,23,10/12/2010 8:00
2794023,25,10/14/2010 21:42
2794023,26,10/14/2010 21:43
2794023,29,10/14/2010 21:43
2794023,32,10/14/2010 21:43
2794023,36,10/15/2010 8:00
2794023,35,10/15/2010 20:53
2794023,41,10/15/2010 20:54
2794023,49,10/15/2010 20:55
2794023,30,10/15/2010 20:55
2794023,41,10/27/2010 8:00
2794023,204,11/29/2010 9:00
2794023,202,11/29/2010 21:31
2794023,203,11/29/2010 21:31
2794023,214,11/29/2010 21:33
2794023,216,11/29/2010 21:33
2794023,217,11/29/2010 21:55
2794023,223,11/29/2010 21:55
2794023,224,11/30/2010 9:00
2794023,192,12/7/2010 9:00
2794023,196,12/7/2010 9:00
2794023,198,12/7/2010 9:00
2794023,189,12/7/2010 20:21
2794023,195,12/7/2010 20:22
2794023,197,12/7/2010 20:22
2794023,201,12/7/2010 20:30
2794023,199,12/7/2010 20:30
2797217,28,10/12/2010 8:00
2797217,23,10/12/2010 8:00
2797217,36,10/15/2010 8:00
2797217,56,10/15/2010 8:00
2797217,25,10/15/2010 18:21
2797217,26,10/15/2010 18:21
2797217,27,10/15/2010 18:22
2797217,29,10/15/2010 18:23
2797217,32,10/15/2010 18:25
2797217,35,10/15/2010 19:33
2797217,202,10/15/2010 19:34
2797217,41,10/15/2010 19:45
2797217,49,10/15/2010 19:47
2797217,30,10/15/2010 20:02
2797217,47,10/25/2010 23:21
2797217,189,10/25/2010 23:22
2797217,48,10/25/2010 23:22
2797217,53,10/25/2010 23:22
2797217,55,10/25/2010 23:22
2797217,66,10/25/2010 23:22
2797217,67,10/25/2010 23:22
2797217,75,10/25/2010 23:23
2797217,73,10/25/2010 23:23
2797217,74,10/25/2010 23:23
2797217,278,10/25/2010 23:23
2797217,83,10/25/2010 23:23
2797217,84,10/25/2010 23:23
2797217,85,10/25/2010 23:23
2797217,92,10/25/2010 23:23
2797217,110,10/25/2010 23:23
2797217,111,10/25/2010 23:23
2797217,113,10/25/2010 23:23
2797217,114,10/25/2010 23:23
2797217,131,10/25/2010 23:24
2797217,134,10/25/2010 23:34
2797217,143,10/25/2010 23:35
2797217,116,10/26/2010 8:00
2797217,41,10/27/2010 8:00
2797217,136,11/1/2010 9:00
2797217,145,11/3/2010 9:00
2797217,1,1/18/2011 0:36
2797217,21,1/18/2011 0:37
2797217,154,1/18/2011 0:38
2799076,23,10/13/2010 8:00
2799076,25,10/19/2010 20:47
2802160,23,10/13/2010 8:00
2802160,36,10/18/2010 8:00
2802160,25,10/18/2010 21:54
2802160,26,10/18/2010 21:55
2802160,29,10/18/2010 21:55
2802160,32,10/18/2010 21:55
2802160,35,10/18/2010 22:01
2802160,41,10/18/2010 22:07
2802160,30,10/18/2010 22:09
2802160,56,10/19/2010 8:00
2802160,41,10/27/2010 8:00
2802160,245,11/18/2010 9:00
2802160,47,12/7/2010 21:45
2802160,48,12/7/2010 21:45
2802160,49,12/7/2010 21:45
2802160,53,12/7/2010 21:45
2802160,55,12/7/2010 21:45
2802160,66,12/7/2010 21:46
2802160,242,12/7/2010 21:46
2802160,244,12/7/2010 21:46
2802160,189,12/24/2010 0:41
2814003,23,10/19/2010 8:00
2814003,56,11/1/2010 9:00
2814003,36,11/1/2010 9:00
2814003,41,11/3/2010 9:00
2814003,25,11/8/2010 20:24
2814003,26,11/8/2010 20:24
2814003,29,11/8/2010 20:24
2814003,32,11/8/2010 20:24
2814003,35,11/8/2010 20:25
2814003,202,11/8/2010 20:25
2814003,41,11/8/2010 20:26
2814003,47,11/8/2010 20:27
2814003,49,11/8/2010 20:27
2814003,30,11/8/2010 20:27
2814003,189,11/8/2010 20:27
2814003,48,11/8/2010 20:27
2814003,53,11/8/2010 20:27
2814003,55,11/8/2010 20:28
2814003,66,11/8/2010 20:29
2814003,67,11/8/2010 20:29
2814003,75,11/8/2010 20:29
2814003,73,11/8/2010 20:29
2814003,74,11/8/2010 20:29
2814003,278,11/8/2010 20:29
2814003,83,11/8/2010 20:29
2814003,84,11/8/2010 20:29
2814003,85,11/8/2010 20:30
2814003,92,11/8/2010 20:30
2814003,110,11/8/2010 20:30
2814003,111,11/8/2010 20:30
2814003,113,11/8/2010 20:30
2814003,114,11/8/2010 20:30
2814003,131,11/8/2010 20:31
2814003,134,11/8/2010 20:31
2814003,143,11/8/2010 20:34
2814003,116,11/9/2010 9:00
2814003,136,11/15/2010 9:00
2814003,145,11/17/2010 9:00
2814003,1,1/7/2011 20:55
2814003,21,1/7/2011 20:55
2814003,154,1/11/2011 0:16
2817543,23,10/22/2010 8:00
2817543,28,10/25/2010 8:00
2817543,62,10/25/2010 8:00
2817543,25,10/25/2010 17:33
2817543,26,10/25/2010 17:33
2817543,27,10/25/2010 17:37
2817543,29,10/25/2010 17:37
2817543,32,10/25/2010 17:37
2817543,180,10/25/2010 17:38
2817543,181,10/25/2010 17:38
2817543,184,10/25/2010 17:38
2817543,185,10/25/2010 17:38
2817543,188,10/25/2010 17:38
2817543,35,11/2/2010 18:06
2817543,36,11/4/2010 9:00
2817543,245,12/7/2010 9:00
2817543,62,12/7/2010 9:00
2817543,38,12/9/2010 21:10
2817543,202,12/9/2010 21:10
2817543,47,12/9/2010 21:13
2817543,49,12/9/2010 21:21
2817543,30,12/9/2010 21:22
2817543,189,12/9/2010 21:22
2817543,48,12/9/2010 21:22
2817543,53,12/9/2010 21:22
2817543,248,12/29/2010 9:00
2817543,61,1/10/2011 21:49
2817543,66,1/10/2011 21:50
2817543,242,1/10/2011 21:50
2817543,244,1/10/2011 21:50
2817543,247,1/10/2011 21:51
2817543,49,3/4/2011 1:45
2817543,47,3/4/2011 21:30
2817543,48,3/4/2011 21:30
2817543,53,3/4/2011 21:30
2817543,61,3/4/2011 21:30
2817543,66,3/4/2011 21:31
2817543,67,3/4/2011 21:31
2817543,75,3/4/2011 21:31
2817543,73,3/4/2011 21:32
2817543,74,3/4/2011 21:32
2817543,278,3/4/2011 21:32
2817543,84,3/4/2011 21:32
2817543,83,3/4/2011 21:32
2817543,85,3/4/2011 21:32
2817543,94,3/4/2011 21:32
2817543,96,3/4/2011 21:32
2817543,95,3/4/2011 21:32
2817543,103,3/4/2011 21:34
2817543,104,3/4/2011 21:34
2817543,109,3/4/2011 21:34
2817543,283,3/4/2011 21:34
2817543,284,3/4/2011 21:35
2817543,290,3/4/2011 21:36
2817543,292,3/4/2011 21:36
2817543,294,3/4/2011 21:43
2817543,102,3/8/2011 9:00
2817543,108,3/8/2011 9:00
2817543,296,3/14/2011 9:00
2817543,286,3/17/2011 9:00
2817543,116,5/10/2011 8:00
2817543,299,5/12/2011 19:40
2817543,110,5/12/2011 19:40
2817543,111,5/12/2011 19:40
2817543,113,5/12/2011 19:40
2817543,114,5/12/2011 19:41
2817543,131,5/12/2011 20:08
2817543,134,5/12/2011 23:01
2817543,143,5/12/2011 23:01
2817543,136,5/16/2011 8:00
2817543,145,5/18/2011 8:00
2817543,9,7/8/2011 21:34
2817543,21,7/8/2011 21:34
2817543,155,7/8/2011 21:34
2824783,23,10/27/2010 8:00
2824783,25,10/28/2010 23:34
2824783,26,10/28/2010 23:34
2824783,27,7/8/2011 18:54
2824783,28,7/8/2011 18:54
2824783,29,7/8/2011 18:54
2824783,32,7/8/2011 18:54
2825088,23,10/26/2010 8:00
2825088,25,10/28/2010 23:50
2825088,26,10/28/2010 23:50
2825088,27,3/29/2012 18:35
2825088,28,3/29/2012 18:35
2825088,167,3/29/2012 18:35
2825088,179,3/29/2012 18:35
2825088,35,3/29/2012 18:35
2825088,36,3/29/2012 18:35
2825088,189,3/29/2012 18:35
2825088,49,3/29/2012 18:35
2825088,41,3/29/2012 18:35
2825088,47,3/29/2012 18:36
2825088,48,3/29/2012 18:36
2830183,23,10/22/2010 8:00
2830183,36,11/2/2010 9:00
2830183,25,11/2/2010 23:41
2830183,26,11/2/2010 23:41
2830183,29,11/2/2010 23:41
2830183,32,11/2/2010 23:41
2830183,35,11/2/2010 23:46
2830183,41,11/3/2010 0:05
2830183,41,11/10/2010 9:00
2830183,56,12/8/2010 9:00
2830183,47,12/9/2010 1:44
2830183,48,12/9/2010 1:45
2830183,49,12/9/2010 1:45
2830183,53,12/9/2010 1:45
2830183,55,12/9/2010 1:45
2830183,66,12/9/2010 1:45
2830183,67,12/9/2010 1:45
2830183,75,12/9/2010 1:45
2830183,73,12/9/2010 1:45
2830183,74,12/9/2010 1:45
2830183,278,12/9/2010 1:45
2830183,84,12/9/2010 1:45
2830183,83,12/9/2010 1:45
2830183,85,12/9/2010 1:45
2830183,116,12/14/2010 9:00
2830183,30,12/14/2010 21:20
2830183,189,12/14/2010 21:21
2830183,202,12/14/2010 21:21
2830183,92,12/14/2010 21:22
2830183,110,12/14/2010 21:22
2830183,111,12/14/2010 21:22
2830183,113,12/14/2010 21:22
2830183,114,12/14/2010 21:22
2830183,131,12/14/2010 21:22
2830183,134,12/14/2010 21:23
2831567,23,10/25/2010 8:00
2831567,36,11/2/2010 9:00
2831567,25,11/2/2010 20:44
2831567,26,11/2/2010 20:45
2831567,29,11/2/2010 20:45
2831567,32,11/2/2010 20:45
2831567,35,11/2/2010 20:52
2831567,41,11/2/2010 23:30
2831567,41,11/10/2010 9:00
2831567,116,12/6/2010 9:00
2831567,56,12/7/2010 9:00
2831567,47,12/7/2010 20:23
2831567,48,12/7/2010 20:23
2831567,49,12/7/2010 20:24
2831567,53,12/7/2010 20:24
2831567,55,12/7/2010 20:26
2831567,66,12/7/2010 20:26
2831567,67,12/7/2010 20:26
2831567,75,12/7/2010 20:26
2831567,73,12/7/2010 20:26
2831567,74,12/7/2010 20:26
2831567,278,12/7/2010 20:27
2831567,83,12/7/2010 20:27
2831567,84,12/7/2010 20:27
2831567,85,12/7/2010 20:27
2831567,30,12/7/2010 21:58
2831567,189,12/7/2010 21:59
2831567,202,12/7/2010 21:59
2831567,92,12/7/2010 21:59
2831567,110,12/7/2010 21:59
2831567,111,12/7/2010 21:59
2831567,113,12/7/2010 21:59
2831567,114,12/7/2010 21:59
2831567,131,12/7/2010 21:59
2831567,134,12/7/2010 23:19
2831567,143,12/7/2010 23:20
2831567,136,12/10/2010 9:00
2831567,145,12/15/2010 9:00
2832460,23,11/1/2010 9:00
2832460,36,11/2/2010 9:00
2832460,25,11/2/2010 23:03
2832460,26,11/2/2010 23:03
2832460,29,11/2/2010 23:03
2832460,32,11/2/2010 23:03
2832460,35,11/2/2010 23:06
2832460,41,11/2/2010 23:06
2832460,41,11/10/2010 9:00
2832460,204,12/22/2010 9:00
2832460,224,12/23/2010 9:00
2832460,47,12/23/2010 19:52
2832460,49,12/23/2010 19:53
2832460,30,12/23/2010 19:53
2832460,202,12/23/2010 19:53
2832460,203,12/23/2010 19:53
2832460,214,12/23/2010 19:54
2832460,216,12/23/2010 19:54
2832460,217,12/23/2010 19:55
2832460,223,12/23/2010 19:55
2832460,56,1/25/2011 9:00
2832460,48,1/26/2011 3:58
2832460,53,1/26/2011 3:59
2832460,55,1/26/2011 3:59
2832460,66,1/26/2011 3:59
2832460,67,1/26/2011 3:59
2832460,75,1/26/2011 3:59
2832460,73,1/26/2011 4:00
2832460,74,1/26/2011 4:00
2832460,278,1/26/2011 4:00
2832460,83,1/26/2011 4:00
2832460,84,1/26/2011 4:00
2832460,85,1/26/2011 4:01
2832460,92,1/26/2011 4:01
2832460,110,1/26/2011 4:01
2832460,111,1/26/2011 4:01
2832460,116,2/1/2011 9:00
2832460,136,2/1/2011 9:00
2832460,189,2/2/2011 0:17
2832460,225,2/2/2011 0:17
2832460,226,2/2/2011 0:18
2832460,113,2/2/2011 0:18
2832460,114,2/2/2011 0:18
2832460,131,2/2/2011 0:18
2832460,134,2/2/2011 0:18
2832460,143,2/2/2011 0:24
2832460,145,2/9/2011 9:00
2833073,23,10/25/2010 8:00
2833073,36,11/2/2010 9:00
2833073,25,11/2/2010 23:47
2833073,26,11/2/2010 23:47
2833073,29,11/2/2010 23:47
2833073,32,11/2/2010 23:47
2833073,35,11/2/2010 23:50
2833073,41,11/2/2010 23:55
2833073,41,11/10/2010 9:00
2833073,56,12/8/2010 9:00
2833073,47,12/9/2010 2:10
2833073,48,12/9/2010 2:10
2833073,49,12/9/2010 2:10
2833073,53,12/9/2010 2:10
2833073,55,12/9/2010 2:10
2833073,66,12/9/2010 2:10
2833073,67,12/9/2010 2:10
2833073,75,12/9/2010 2:10
2833073,73,12/9/2010 2:10
2833073,74,12/9/2010 2:10
2833073,278,12/9/2010 2:11
2833073,83,12/9/2010 2:11
2833073,84,12/9/2010 2:11
2833073,85,12/9/2010 2:11
2833073,30,12/14/2010 23:02
2833073,189,12/14/2010 23:02
2833073,202,12/14/2010 23:03
2833073,92,12/14/2010 23:03
2833073,110,12/14/2010 23:03
2833073,111,12/14/2010 23:03
2833073,113,12/14/2010 23:03
2833073,114,12/14/2010 23:03
2833073,131,12/14/2010 23:03
2833073,134,12/14/2010 23:06
2833073,116,12/16/2010 9:00
2838476,23,10/26/2010 8:00
2838476,36,11/4/2010 9:00
2838476,25,11/4/2010 21:17
2838476,26,11/4/2010 21:18
2838476,29,11/4/2010 21:18
2838476,32,11/4/2010 21:18
2838476,35,11/4/2010 21:24
2838476,41,11/5/2010 0:23
2838476,49,11/5/2010 0:24
2838476,30,11/5/2010 0:24
2838476,47,11/5/2010 0:26
2838476,41,11/17/2010 9:00
2838476,56,12/13/2010 9:00
2838476,189,12/13/2010 22:03
2838476,202,12/13/2010 22:04
2838476,48,12/13/2010 22:04
2838476,53,12/13/2010 22:04
2838476,55,12/13/2010 22:04
2838476,66,12/13/2010 22:05
2838476,67,12/13/2010 22:05
2838476,75,12/13/2010 22:05
2838476,73,12/13/2010 22:05
2838476,74,12/13/2010 22:05
2838476,278,12/13/2010 22:05
2838476,83,12/13/2010 22:05
2838476,84,12/13/2010 22:05
2838476,85,12/13/2010 22:05
2838476,92,12/14/2010 22:07
2838476,110,12/14/2010 22:07
2838476,111,12/14/2010 22:07
2838476,113,12/14/2010 22:07
2838476,114,12/14/2010 22:08
2838476,131,12/14/2010 22:10
2838476,134,12/14/2010 22:11
2838476,116,12/16/2010 9:00
2839858,23,11/2/2010 9:00
2839858,36,11/4/2010 9:00
2839858,25,11/5/2010 0:04
2839858,26,11/5/2010 0:04
2839858,29,11/5/2010 0:08
2839858,32,11/5/2010 0:08
2839858,35,11/5/2010 0:12
2839858,30,11/5/2010 0:20
2839858,189,11/5/2010 0:21
2839858,49,11/5/2010 0:21
2839858,47,11/5/2010 0:21
2839858,41,11/5/2010 0:21
2839858,41,11/17/2010 9:00
2839858,48,11/29/2010 20:20
2839858,202,11/29/2010 20:21
2839858,53,11/29/2010 20:21
2839858,55,11/29/2010 20:21
2839858,66,11/29/2010 20:38
2839858,67,11/29/2010 20:38
2839858,75,11/29/2010 20:38
2839858,73,11/29/2010 20:38
2839858,74,11/29/2010 20:38
2839858,278,11/29/2010 20:38
2839858,84,11/29/2010 20:38
2839858,83,11/29/2010 20:38
2839858,85,11/29/2010 20:38
2839858,92,11/29/2010 20:39
2839858,110,11/29/2010 20:39
2839858,111,11/29/2010 20:39
2839858,113,11/29/2010 20:39
2839858,114,11/29/2010 20:39
2839858,131,11/29/2010 20:39
2839858,134,11/29/2010 20:46
2839858,143,11/29/2010 20:47
2839858,56,11/30/2010 9:00
2839858,116,11/30/2010 9:00
2839858,136,12/6/2010 9:00
2839858,145,12/8/2010 9:00
2839858,1,1/21/2011 18:09
2839858,21,1/21/2011 18:09
2839858,154,1/21/2011 18:09
2840219,23,11/2/2010 9:00
2840219,36,11/4/2010 9:00
2840219,25,11/5/2010 0:46
2840219,26,11/5/2010 0:46
2840219,29,11/5/2010 0:47
2840219,32,11/5/2010 0:47
2840219,35,11/5/2010 0:54
2840219,41,11/5/2010 1:13
2840219,49,11/5/2010 1:13
2840219,30,11/5/2010 1:13
2840219,41,11/17/2010 9:00
2840219,47,11/26/2010 0:24
2840219,189,11/26/2010 0:24
2840219,202,11/26/2010 0:24
2840219,48,11/26/2010 0:24
2840219,53,11/26/2010 0:24
2840219,55,11/26/2010 0:24
2840219,66,11/26/2010 1:11
2840219,67,11/26/2010 1:11
2840219,75,11/26/2010 1:11
2840219,73,11/26/2010 1:11
2840219,74,11/26/2010 1:11
2840219,278,11/26/2010 1:11
2840219,84,11/26/2010 1:11
2840219,83,11/26/2010 1:11
2840219,85,11/26/2010 1:11
2840219,92,11/26/2010 1:11
2840219,110,11/26/2010 1:12
2840219,111,11/26/2010 1:12
2840219,113,11/26/2010 1:12
2840219,114,11/26/2010 1:12
2840219,131,11/26/2010 1:12
2840219,134,11/26/2010 1:18
2840219,143,11/26/2010 1:19
2840219,116,11/30/2010 9:00
2840219,56,12/6/2010 9:00
2840219,136,12/6/2010 9:00
2840219,145,12/8/2010 9:00
2840219,1,1/21/2011 18:13
2840219,154,1/21/2011 18:13
2840219,21,1/21/2011 18:13
2840553,23,11/2/2010 9:00
2840553,36,11/4/2010 9:00
2840553,25,11/5/2010 1:17
2840553,26,11/5/2010 1:17
2840553,29,11/5/2010 1:17
2840553,32,11/5/2010 1:17
2840553,35,11/5/2010 1:19
2840553,49,11/5/2010 1:22
2840553,30,11/5/2010 1:22
2840553,41,11/5/2010 1:22
2840553,41,11/17/2010 9:00
2840553,202,11/25/2010 21:52
2840553,189,11/25/2010 21:52
2840553,47,11/25/2010 21:52
2840553,48,11/25/2010 21:52
2840553,53,11/25/2010 21:52
2840553,55,11/25/2010 21:53
2840553,66,11/25/2010 21:53
2840553,67,11/25/2010 21:53
2840553,75,11/25/2010 21:53
2840553,73,11/25/2010 21:53
2840553,74,11/25/2010 21:53
2840553,278,11/25/2010 21:53
2840553,83,11/25/2010 21:54
2840553,84,11/25/2010 21:54
2840553,85,11/25/2010 21:54
2840553,92,11/25/2010 21:54
2840553,110,11/25/2010 21:54
2840553,111,11/25/2010 21:54
2840553,113,11/25/2010 21:54
2840553,114,11/25/2010 21:54
2840553,131,11/25/2010 21:55
2840553,134,11/25/2010 22:02
2840553,143,11/25/2010 22:03
2840553,116,11/30/2010 9:00
2840553,136,12/6/2010 9:00
2840553,56,12/6/2010 9:00
2840553,145,12/8/2010 9:00
2840553,1,1/21/2011 18:01
2840553,21,1/21/2011 18:02
2840553,154,1/21/2011 18:02
2846764,23,11/3/2010 9:00
2846764,36,11/8/2010 9:00
2846764,25,11/8/2010 22:12
2846764,26,11/8/2010 22:12
2846764,29,11/8/2010 22:12
2846764,32,11/8/2010 22:12
2846764,35,11/8/2010 22:12
2846764,41,11/8/2010 22:22
2846764,202,11/8/2010 22:23
2846764,189,11/8/2010 22:23
2846764,30,11/8/2010 22:23
2846764,49,11/8/2010 22:23
2846764,47,11/8/2010 22:23
2846764,41,11/17/2010 9:00
2846764,56,12/21/2010 9:00
2846764,48,12/21/2010 21:04
2846764,53,12/21/2010 21:04
2846764,55,12/21/2010 21:04
2846764,66,12/21/2010 21:04
2846764,67,12/21/2010 21:04
2846764,75,12/21/2010 21:05
2846764,90,1/19/2011 9:00
2846764,73,1/21/2011 20:28
2846764,74,1/21/2011 20:28
2846764,278,1/21/2011 20:28
2846764,84,1/21/2011 20:28
2846764,83,1/21/2011 20:28
2846764,85,1/21/2011 20:29
2846764,86,1/21/2011 20:29
2846764,87,1/21/2011 20:29
2846764,89,1/21/2011 20:29
2846764,91,1/21/2011 20:30
2846764,92,1/21/2011 20:30
2846764,111,1/21/2011 20:30
2846764,113,1/21/2011 20:30
2846764,114,1/21/2011 20:30
2846764,131,1/21/2011 20:30
2846764,134,1/21/2011 20:31
2846764,143,1/21/2011 20:31
2846764,116,1/27/2011 9:00
2846764,136,1/28/2011 9:00
2846764,145,2/2/2011 9:00
2847199,23,11/3/2010 9:00
2847199,56,11/8/2010 9:00
2847199,36,11/8/2010 9:00
2847199,25,11/8/2010 23:57
2847199,26,11/8/2010 23:57
2847199,29,11/8/2010 23:57
2847199,32,11/8/2010 23:57
2847199,35,11/9/2010 0:02
2847199,202,11/9/2010 0:03
2847199,41,11/9/2010 0:12
2847199,47,11/9/2010 0:12
2847199,48,11/9/2010 0:13
2847199,30,11/9/2010 0:13
2847199,49,11/9/2010 0:13
2847199,189,11/9/2010 0:13
2847199,53,11/9/2010 0:13
2847199,55,11/9/2010 0:13
2847199,41,11/17/2010 9:00
2847199,116,11/23/2010 9:00
2847199,66,11/23/2010 21:07
2847199,67,11/23/2010 21:08
2847199,75,11/23/2010 21:08
2847199,73,11/23/2010 22:38
2847199,74,11/23/2010 22:39
2847199,278,11/23/2010 22:39
2847199,84,11/23/2010 22:39
2847199,83,11/23/2010 22:39
2847199,85,11/23/2010 22:39
2847199,92,11/23/2010 22:39
2847199,110,11/23/2010 22:44
2847199,111,11/23/2010 22:44
2847199,113,11/23/2010 22:44
2847199,114,11/23/2010 23:43
2847199,131,11/23/2010 23:44
2847199,134,11/23/2010 23:45
2847199,143,11/23/2010 23:45
2847199,136,11/26/2010 9:00
2847199,145,12/1/2010 9:00
2847603,23,11/2/2010 9:00
2847603,36,11/8/2010 9:00
2847603,25,11/9/2010 0:54
2847603,26,11/9/2010 0:54
2847603,29,11/9/2010 0:54
2847603,32,11/9/2010 0:55
2847603,35,11/9/2010 1:02
2847603,41,11/9/2010 1:03
2847603,41,11/17/2010 9:00
2847603,56,12/8/2010 9:00
2847603,47,12/8/2010 22:00
2847603,48,12/8/2010 22:01
2847603,49,12/8/2010 22:01
2847603,53,12/8/2010 22:01
2847603,55,12/8/2010 22:01
2847603,66,12/8/2010 22:02
2847603,67,12/8/2010 22:02
2847603,75,12/8/2010 22:02
2847603,73,12/8/2010 22:02
2847603,74,12/8/2010 22:02
2847603,204,12/23/2010 9:00
2847603,224,12/23/2010 9:00
2847603,202,12/23/2010 20:20
2847603,203,12/23/2010 20:20
2847603,214,12/23/2010 20:21
2847603,216,12/23/2010 20:21
2847603,217,12/23/2010 20:21
2847603,223,12/23/2010 20:33
2847603,116,5/17/2011 8:00
2847603,30,5/17/2011 21:59
2847603,189,5/17/2011 22:00
2847603,278,5/17/2011 22:00
2847603,83,5/17/2011 22:00
2847603,84,5/17/2011 22:00
2847603,225,5/17/2011 22:00
2847603,226,5/17/2011 22:00
2847603,85,5/17/2011 22:00
2847603,92,5/17/2011 22:00
2847603,110,5/17/2011 22:00
2847603,111,5/17/2011 22:00
2847603,113,5/17/2011 22:00
2847603,114,5/18/2011 0:57
2847603,131,5/18/2011 0:57
2847603,134,5/18/2011 0:58
2847603,143,5/18/2011 0:58
2847603,136,5/18/2011 8:00
2847603,145,5/25/2011 8:00
2848063,23,11/4/2010 9:00
